setup,mae,mfe,mfe_mae_ratio
setup_h4_bull_engulf,8.995205555498945e-06,0.004779452551789912,531.3333333297913
setup_h4_bull_engulf,0.00040816573342844373,0.007062778913251215,17.303703703704965
setup_h4_bull_engulf,0.001472037372717474,0.003336415284857419,2.266528925619725
setup_h4_bull_engulf,0.0005485165941339356,0.0024833938108040398,4.52747252747225
setup_h4_bull_engulf,0.00013433798242270276,0.005086931601069916,37.86666666664363
setup_h4_bull_engulf,0.0005280054067753654,0.007862754800323423,14.89142857142854
setup_h4_bull_engulf,0.002308763419125915,0.004512719160340824,1.95460440985734
setup_h4_bull_engulf,0.001307189542483612,0.007430029950279671,5.683972911964158
setup_h4_bull_engulf,0.0008032322549084298,0.002772057180473693,3.4511278195491704
setup_h4_bull_engulf,0.000817986070178333,0.00166303785591422,2.0330882352943407
setup_h4_bull_engulf,0.0009620530211470734,0.0021405679720524636,2.225000000000234
setup_h4_bull_engulf,0.003041120444775324,0.0016679072169645856,0.5484515484515148
setup_h4_bull_engulf,0.0018487314903574323,0.003932647824093656,2.127214170692425
setup_h4_bull_engulf,0.002088233882194817,0.0018512073352215665,0.886494252873569
setup_h4_bull_engulf,0.0005441694200837436,0.01579594548685123,29.027624309393122
setup_h4_bull_engulf,0.0005249079186956133,0.005136387091417062,9.785310734463469
setup_h4_bull_engulf,0.0008111352649167776,0.0032622385563561875,4.021818181818162
setup_h4_bull_engulf,0.00027658203452569257,0.005605199742249003,20.265957446807047
setup_h4_bull_engulf,0.0008541773667715865,0.002221959774013822,2.601286173633761
setup_h4_bull_engulf,0.0015291739435360622,0.0037459260990938673,2.4496402877698706
setup_h4_bull_engulf,0.0019819320268685747,0.002212516916421198,1.1163434903047327
setup_h4_bull_engulf,0.0009067315314533075,0.0036703623668407686,4.047904191616585
setup_h4_bull_engulf,1.3699268185018796e-05,0.007123619456248648,520.0000000028376
setup_h4_bull_engulf,4.537846978463185e-05,0.009721669820915223,214.2352941175558
setup_h4_bull_engulf,5.620007225724549e-05,0.0057538169215741375,102.38095238093466
setup_h4_bull_engulf,0.0015754381186597658,0.0026889257381195047,1.7067796610170822
setup_h4_bull_engulf,0.0030104475549745263,0.005353973365643192,1.7784642541924287
